,index_code,con_code,in_date,out_date,is_new
24,850711.SI,603088.SH,20141118,,Y
25,850711.SI,688305.SH,20230925,,Y
26,850711.SI,688558.SH,20230925,,Y
27,850711.SI,688577.SH,20230925,,Y
28,850711.SI,688697.SH,20230925,,Y
0,850713.SI,000544.SZ,19931208,20061009,N
1,850713.SI,000851.SZ,19980609,20061009,N
2,850713.SI,002031.SZ,20111010,20170630,N
3,850713.SI,002046.SZ,20220801,,Y
4,850713.SI,002190.SZ,20111010,20130628,N
5,850713.SI,002282.SZ,20111010,,Y
6,850713.SI,002510.SZ,20111010,20170630,N
7,850713.SI,002595.SZ,20111010,20170630,N
8,850713.SI,002760.SZ,20170703,,Y
9,850713.SI,002786.SZ,20151230,20170630,N
10,850713.SI,300064.SZ,20100406,20220602,N
11,850713.SI,300080.SZ,20100705,20230705,N
12,850713.SI,300151.SZ,20111010,20170630,N
13,850713.SI,300179.SZ,20110223,,Y
14,850713.SI,300345.SZ,20170703,,Y
15,850713.SI,300549.SZ,20161014,20170630,N
16,850713.SI,300554.SZ,20170428,,Y
17,850713.SI,300606.SZ,20170215,,Y
18,850713.SI,300629.SZ,20170406,20220729,N
19,850713.SI,300700.SZ,20170919,,Y
20,850713.SI,300818.SZ,20200219,,Y
21,850713.SI,300861.SZ,20200831,,Y
22,850713.SI,301071.SZ,20211008,20211210,N
23,850713.SI,600172.SH,19981126,,Y
24,850713.SI,600520.SH,20111010,20170630,N
25,850713.SI,600783.SH,19961225,20061009,N
26,850713.SI,600783.SH,20220801,,Y
27,850713.SI,603032.SH,20220801,20230920,N
28,850713.SI,688028.SH,20230925,,Y
0,850715.SI,000530.SZ,19931208,,Y
1,850715.SI,000811.SZ,19980528,,Y
2,850715.SI,002011.SZ,20040705,20080602,N
3,850715.SI,002158.SZ,20070827,,Y
4,850715.SI,002639.SZ,20111212,,Y
5,850715.SI,002686.SZ,20211213,,Y
6,850715.SI,300263.SZ,20110923,20170630,N
7,850715.SI,300435.SZ,20150402,20200309,N
8,850715.SI,300990.SZ,20210519,,Y
9,850715.SI,301018.SZ,20211213,,Y
10,850715.SI,301272.SZ,20230720,,Y
11,850715.SI,301399.SZ,20230530,,Y
12,850715.SI,301525.SZ,20230906,,Y
13,850715.SI,600202.SH,19990604,20050630,N
14,850715.SI,600202.SH,20220801,,Y
15,850715.SI,600340.SH,20070703,20110930,N
16,850715.SI,600481.SH,20030422,20080602,N
17,850715.SI,600481.SH,20111010,20230705,N
18,850715.SI,600590.SH,20020703,20070702,N
19,850715.SI,603187.SH,20181206,,Y
20,850715.SI,603277.SH,20190708,,Y
21,850715.SI,603339.SH,20160526,,Y
22,850715.SI,603912.SH,20211213,,Y
0,850716.SI,000908.SZ,20111010,20150630,N
1,850716.SI,000967.SZ,20000330,20101008,N
2,850716.SI,001696.SZ,20211213,,Y
3,850716.SI,002031.SZ,20040816,20110930,N
4,850716.SI,002111.SZ,20070703,20081008,N
5,850716.SI,002131.SZ,20070514,20150630,N
6,850716.SI,002131.SZ,20151103,20160215,N
7,850716.SI,002147.SZ,20211213,20220531,N
8,850716.SI,002190.SZ,20071211,20110930,N
9,850716.SI,002272.SZ,20230706,,Y
10,850716.SI,002282.SZ,20090831,20110930,N
11,850716.SI,002337.SZ,20100125,20110930,N
12,850716.SI,002430.SZ,20100623,20110930,N
13,850716.SI,002444.SZ,20111010,,Y
14,850716.SI,002510.SZ,20101203,20110930,N
15,850716.SI,002530.SZ,20110111,20180713,N
16,850716.SI,002532.SZ,20110111,20211210,N
17,850716.SI,002595.SZ,20110705,20110930,N
18,850716.SI,002598.SZ,20110714,,Y
19,850716.SI,002686.SZ,20120710,20211210,N
20,850716.SI,002747.SZ,20190109,20211210,N
21,850716.SI,002779.SZ,20151216,20170630,N
22,850716.SI,002793.SZ,20160422,20200602,N
23,850716.SI,002884.SZ,20170718,,Y
24,850716.SI,300024.SZ,20091109,20211210,N
25,850716.SI,300090.SZ,20100705,20130628,N
26,850716.SI,300091.SZ,20100705,,Y
27,850716.SI,300095.SZ,20100805,20170630,N
28,850716.SI,300097.SZ,20100805,20190705,N
29,850716.SI,300126.SZ,20101021,,Y
30,850716.SI,300145.SZ,20101217,,Y
31,850716.SI,300151.SZ,20101230,20110930,N
32,850716.SI,300154.SZ,20110107,,Y
33,850716.SI,300157.SZ,20230706,,Y
34,850716.SI,300193.SZ,20110330,,Y
35,850716.SI,300222.SZ,20180716,20211210,N
36,850716.SI,300257.SZ,20110826,,Y
37,850716.SI,300263.SZ,20211213,,Y
38,850716.SI,300266.SZ,20111011,20150213,N
39,850716.SI,300266.SZ,20150717,20180713,N
40,850716.SI,300278.SZ,20111223,20211210,N
41,850716.SI,300400.SZ,20141017,20211210,N
42,850716.SI,300420.SZ,20150303,,Y
43,850716.SI,300430.SZ,20150326,,Y
44,850716.SI,300441.SZ,20150430,,Y
45,850716.SI,300450.SZ,20150525,20190705,N
46,850716.SI,300464.SZ,20150617,20190705,N
47,850716.SI,300466.SZ,20220801,,Y
48,850716.SI,300470.SZ,20150619,,Y
49,850716.SI,300503.SZ,20160316,,Y
50,850716.SI,300540.SZ,20160830,20170630,N
51,850716.SI,300607.SZ,20170216,20211210,N
52,850716.SI,300853.SZ,20200731,20211210,N
53,850716.SI,300984.SZ,20211213,,Y
54,850716.SI,300992.SZ,20210601,,Y
55,850716.SI,301028.SZ,20210727,,Y
56,850716.SI,301032.SZ,20211213,,Y
57,850716.SI,301043.SZ,20210818,,Y
58,850716.SI,301070.SZ,20210930,,Y
59,850716.SI,301107.SZ,20220531,,Y
60,850716.SI,301125.SZ,20220615,,Y
61,850716.SI,301273.SZ,20221101,,Y
62,850716.SI,301311.SZ,20221207,,Y
63,850716.SI,301317.SZ,20230202,,Y
64,850716.SI,301353.SZ,20230606,,Y
65,850716.SI,301448.SZ,20230628,,Y
66,850716.SI,301468.SZ,20230731,,Y
67,850716.SI,600149.SH,19991014,20070702,N
68,850716.SI,600243.SH,20170703,,Y
69,850716.SI,600343.SH,20220801,,Y
70,850716.SI,600520.SH,20020108,20110930,N
71,850716.SI,600605.SH,19920327,20061009,N
72,850716.SI,601369.SH,20100507,,Y
73,850716.SI,603090.SH,20160907,,Y
74,850716.SI,603131.SH,20160616,,Y
75,850716.SI,603269.SH,20170524,,Y
76,850716.SI,603331.SH,20170712,,Y
77,850716.SI,603486.SH,20180604,20180904,N
78,850716.SI,603486.SH,20190109,20211210,N
79,850716.SI,603617.SH,20170710,,Y
80,850716.SI,603666.SH,20180620,20211210,N
81,850716.SI,603757.SH,20170718,,Y
82,850716.SI,603960.SH,20170321,20190705,N
83,850716.SI,605060.SH,20211213,,Y
84,850716.SI,605259.SH,20210622,20211210,N
85,850716.SI,688333.SH,20230925,,Y
86,850716.SI,688360.SH,20230925,,Y
87,850716.SI,688433.SH,20230925,,Y
88,850716.SI,688448.SH,20230925,,Y
89,850716.SI,688557.SH,20230925,,Y
0,850731.SI,000026.SZ,19930603,20070702,N
1,850731.SI,000150.SZ,20000807,20070702,N
2,850731.SI,000607.SZ,19960830,20070702,N
3,850731.SI,000607.SZ,20111010,20150630,N
4,850731.SI,000676.SZ,19961224,20170630,N
5,850731.SI,000862.SZ,19980915,20070702,N
6,850731.SI,000901.SZ,19990401,20211210,N
7,850731.SI,002058.SZ,20220801,,Y
8,850731.SI,002175.SZ,20071022,20160630,N
9,850731.SI,002175.SZ,20220801,,Y
10,850731.SI,002338.SZ,20100125,20211210,N
11,850731.SI,002658.SZ,20120316,20190108,N
12,850731.SI,002767.SZ,20211213,,Y
13,850731.SI,002819.SZ,20161118,,Y
14,850731.SI,002849.SZ,20170224,,Y
15,850731.SI,002857.SZ,20170330,20211210,N
16,850731.SI,002870.SZ,20170522,20210429,N
17,850731.SI,002870.SZ,20211213,20220729,N
18,850731.SI,002980.SZ,20200422,20211210,N
19,850731.SI,300007.SZ,20091109,,Y
20,850731.SI,300066.SZ,20100406,,Y
21,850731.SI,300112.SZ,20100906,,Y
22,850731.SI,300114.SZ,20100906,20211210,N
23,850731.SI,300137.SZ,20101115,20150630,N
24,850731.SI,300165.SZ,20110215,,Y
25,850731.SI,300203.SZ,20110427,20150630,N
26,850731.SI,300203.SZ,20151103,20160218,N
27,850731.SI,300259.SZ,20110907,,Y
28,850731.SI,300306.SZ,20120411,,Y
29,850731.SI,300338.SZ,20120802,20180713,N
30,850731.SI,300341.SZ,20170703,20211210,N
31,850731.SI,300341.SZ,20220801,20230705,N
32,850731.SI,300349.SZ,20130701,,Y
33,850731.SI,300354.SZ,20120927,,Y
34,850731.SI,300370.SZ,20180716,20221219,N
35,850731.SI,300370.SZ,20221221,,Y
36,850731.SI,300371.SZ,20140207,,Y
37,850731.SI,300397.SZ,20140917,20170630,N
38,850731.SI,300410.SZ,20180716,20220729,N
39,850731.SI,300416.SZ,20150129,20220729,N
40,850731.SI,300417.SZ,20150130,,Y
41,850731.SI,300445.SZ,20150504,,Y
42,850731.SI,300515.SZ,20160617,,Y
43,850731.SI,300553.SZ,20161028,,Y
44,850731.SI,300557.SZ,20161108,,Y
45,850731.SI,300567.SZ,20161202,,Y
46,850731.SI,300572.SZ,20161213,20211210,N
47,850731.SI,300648.SZ,20170503,20211210,N
48,850731.SI,300667.SZ,20180716,,Y
49,850731.SI,300720.SZ,20171113,,Y
50,850731.SI,300862.SZ,20211213,,Y
51,850731.SI,300897.SZ,20201013,,Y
52,850731.SI,300906.SZ,20211213,,Y
53,850731.SI,301006.SZ,20210623,,Y
54,850731.SI,301129.SZ,20211109,,Y
55,850731.SI,301197.SZ,20220815,,Y
56,850731.SI,301303.SZ,20230227,,Y
57,850731.SI,301360.SZ,20230505,,Y
58,850731.SI,301413.SZ,20231225,,Y
59,850731.SI,301528.SZ,20230904,,Y
60,850731.SI,600071.SH,19970528,20110930,N
61,850731.SI,600673.SH,19930917,20070702,N
62,850731.SI,600848.SH,19940324,20160630,N
63,850731.SI,603100.SH,20211213,,Y
64,850731.SI,603556.SH,20161117,20211210,N
65,850731.SI,603662.SH,20190813,,Y
66,850731.SI,603700.SH,20190129,,Y
67,850731.SI,605056.SH,20210727,,Y
68,850731.SI,688001.SH,20230925,,Y
69,850731.SI,688056.SH,20230925,,Y
70,850731.SI,688112.SH,20230925,,Y
71,850731.SI,688115.SH,20230925,,Y
72,850731.SI,688337.SH,20230925,,Y
73,850731.SI,688450.SH,20230925,,Y
74,850731.SI,688528.SH,20230925,,Y
75,850731.SI,688610.SH,20230925,,Y
76,850731.SI,688622.SH,20230925,,Y
77,850731.SI,688627.SH,20230925,,Y
78,850731.SI,688628.SH,20230925,,Y
79,850731.SI,688665.SH,20230925,,Y
80,850731.SI,688768.SH,20230925,,Y
0,850751.SI,000039.SZ,20080603,,Y
1,850751.SI,000595.SZ,20211213,,Y
2,850751.SI,000777.SZ,20211213,,Y
3,850751.SI,000778.SZ,20080603,20090601,N
4,850751.SI,000890.SZ,20080603,20190705,N
5,850751.SI,000890.SZ,20211213,20220729,N
6,850751.SI,000926.SZ,20080603,20100601,N
7,850751.SI,001306.SZ,20231123,,Y
8,850751.SI,001319.SZ,20220519,20221206,N
9,850751.SI,002026.SZ,20211213,,Y
10,850751.SI,002046.SZ,20211213,20220729,N
11,850751.SI,002122.SZ,20211213,20220729,N
12,850751.SI,002131.SZ,20230706,,Y
13,850751.SI,002132.SZ,20080603,,Y
14,850751.SI,002150.SZ,20081009,,Y
15,850751.SI,002164.SZ,20211213,,Y
16,850751.SI,002342.SZ,20100203,,Y
17,850751.SI,002347.SZ,20211213,,Y
18,850751.SI,002352.SZ,20100323,20170302,N
19,850751.SI,002426.SZ,20211213,20220729,N
20,850751.SI,002438.SZ,20100701,20110930,N
21,850751.SI,002438.SZ,20211213,,Y
22,850751.SI,002443.SZ,20100714,20120928,N
23,850751.SI,002445.SZ,20100721,20160630,N
24,850751.SI,002445.SZ,20220801,,Y
25,850751.SI,002457.SZ,20100811,20110930,N
26,850751.SI,002478.SZ,20101011,20120928,N
27,850751.SI,002480.SZ,20211213,20230705,N
28,850751.SI,002487.SZ,20101025,20211210,N
29,850751.SI,002514.SZ,20101213,20110930,N
30,850751.SI,002514.SZ,20211213,,Y
31,850751.SI,002552.SZ,20211213,,Y
32,850751.SI,002633.SZ,20211213,,Y
33,850751.SI,002647.SZ,20120106,20180713,N
34,850751.SI,002795.SZ,20211213,,Y
35,850751.SI,002843.SZ,20170203,,Y
36,850751.SI,002871.SZ,20211213,,Y
37,850751.SI,002877.SZ,20211213,,Y
38,850751.SI,002896.SZ,20211213,,Y
39,850751.SI,002931.SZ,20211213,,Y
40,850751.SI,002965.SZ,20191101,20220729,N
41,850751.SI,003043.SZ,20210413,20211210,N
42,850751.SI,300092.SZ,20211213,,Y
43,850751.SI,300095.SZ,20211213,20220729,N
44,850751.SI,300228.SZ,20110615,,Y
45,850751.SI,300260.SZ,20211213,,Y
46,850751.SI,300402.SZ,20170703,,Y
47,850751.SI,300421.SZ,20211213,,Y
48,850751.SI,300488.SZ,20211213,,Y
49,850751.SI,300780.SZ,20211213,,Y
50,850751.SI,300817.SZ,20211213,,Y
51,850751.SI,300828.SZ,20211213,,Y
52,850751.SI,300838.SZ,20211213,,Y
53,850751.SI,300885.SZ,20200917,,Y
54,850751.SI,300943.SZ,20211213,,Y
55,850751.SI,300946.SZ,20210222,,Y
56,850751.SI,300953.SZ,20210325,20220729,N
57,850751.SI,300985.SZ,20210511,,Y
58,850751.SI,300988.SZ,20210519,20211210,N
59,850751.SI,301063.SZ,20211213,20220729,N
60,850751.SI,301137.SZ,20220329,,Y
61,850751.SI,301151.SZ,20220418,,Y
62,850751.SI,301163.SZ,20220426,20220729,N
63,850751.SI,301255.SZ,20230104,,Y
64,850751.SI,301261.SZ,20230717,,Y
65,850751.SI,301268.SZ,20220414,,Y
66,850751.SI,301309.SZ,20220926,,Y
67,850751.SI,301368.SZ,20221222,,Y
68,850751.SI,301377.SZ,20221129,,Y
69,850751.SI,301548.SZ,20230927,,Y
70,850751.SI,301559.SZ,20231018,,Y
71,850751.SI,600114.SH,20211213,,Y
72,850751.SI,600165.SH,20080603,20190705,N
73,850751.SI,600421.SH,20211213,,Y
74,850751.SI,600558.SH,20080603,,Y
75,850751.SI,600577.SH,20111010,20190705,N
76,850751.SI,600592.SH,20211213,,Y
77,850751.SI,600673.SH,20080603,20100601,N
78,850751.SI,600782.SH,20080603,20090601,N
79,850751.SI,600860.SH,20180716,,Y
80,850751.SI,600992.SH,20080603,,Y
81,850751.SI,601002.SH,20211213,,Y
82,850751.SI,601028.SH,20111114,20211210,N
83,850751.SI,601177.SH,20211213,,Y
84,850751.SI,603028.SH,20160413,,Y
85,850751.SI,603270.SH,20230908,,Y
86,850751.SI,603278.SH,20171120,,Y
87,850751.SI,603308.SH,20211213,,Y
88,850751.SI,603315.SH,20211213,20220729,N
89,850751.SI,603626.SH,20170216,20211210,N
90,850751.SI,603667.SH,20211213,,Y
91,850751.SI,603699.SH,20211213,,Y
92,850751.SI,603915.SH,20211213,,Y
93,850751.SI,603969.SH,20150306,,Y
94,850751.SI,603985.SH,20211213,20220729,N
95,850751.SI,605100.SH,20211213,,Y
96,850751.SI,688059.SH,20230925,,Y
97,850751.SI,688257.SH,20230925,,Y
98,850751.SI,688308.SH,20230925,,Y
99,850751.SI,688355.SH,20230925,,Y
100,850751.SI,688379.SH,20230925,,Y
0,850725.SI,000617.SZ,20070703,20110930,N
1,850725.SI,000852.SZ,20070703,,Y
2,850725.SI,001225.SZ,20230301,,Y
3,850725.SI,001288.SZ,20211213,,Y
4,850725.SI,001332.SZ,20220927,,Y
5,850725.SI,001360.SZ,20230417,,Y
6,850725.SI,002204.SZ,20211213,,Y
7,850725.SI,002278.SZ,20090819,,Y
8,850725.SI,002353.SZ,20100323,,Y
9,850725.SI,002423.SZ,20100611,20110930,N
10,850725.SI,002483.SZ,20211213,,Y
11,850725.SI,002490.SZ,20101029,,Y
12,850725.SI,002523.SZ,20211213,,Y
13,850725.SI,002526.SZ,20101227,,Y
14,850725.SI,002535.SZ,20110119,,Y
15,850725.SI,002554.SZ,20110307,20110930,N
16,850725.SI,002564.SZ,20110318,20220729,N
17,850725.SI,002651.SZ,20120113,20220729,N
18,850725.SI,002667.SZ,20120411,,Y
19,850725.SI,002680.SZ,20120612,20160630,N
20,850725.SI,002691.SZ,20120807,,Y
21,850725.SI,002698.SZ,20120918,20211210,N
22,850725.SI,002730.SZ,20141016,,Y
23,850725.SI,300023.SZ,20091109,20160630,N
24,850725.SI,300084.SZ,20150701,,Y
25,850725.SI,300095.SZ,20220801,,Y
26,850725.SI,300099.SZ,20100816,,Y
27,850725.SI,300164.SZ,20110121,20110930,N
28,850725.SI,300275.SZ,20111109,20220729,N
29,850725.SI,300309.SZ,20120417,20180713,N
30,850725.SI,300402.SZ,20141017,20170630,N
31,850725.SI,300480.SZ,20150709,,Y
32,850725.SI,300837.SZ,20200612,,Y
33,850725.SI,300865.SZ,20200831,,Y
34,850725.SI,300950.SZ,20211213,,Y
35,850725.SI,301158.SZ,20220124,,Y
36,850725.SI,600169.SH,20070703,20160630,N
37,850725.SI,600169.SH,20211213,,Y
38,850725.SI,600262.SH,20070703,20110930,N
39,850725.SI,600262.SH,20180716,,Y
40,850725.SI,600320.SH,20211213,,Y
41,850725.SI,600340.SH,20031230,20070702,N
42,850725.SI,600560.SH,20020919,,Y
43,850725.SI,600582.SH,20020515,,Y
44,850725.SI,601106.SH,20100224,,Y
45,850725.SI,601399.SH,20211213,,Y
46,850725.SI,601608.SH,20211213,,Y
47,850725.SI,601717.SH,20100811,20190705,N
48,850725.SI,601717.SH,20211213,,Y
49,850725.SI,601798.SH,20110629,,Y
50,850725.SI,603012.SH,20150327,,Y
51,850725.SI,603036.SH,20161216,,Y
52,850725.SI,603135.SH,20230417,,Y
53,850725.SI,603169.SH,20141016,,Y
54,850725.SI,603173.SH,20230706,,Y
55,850725.SI,603325.SH,20240117,,Y
56,850725.SI,603698.SH,20211213,,Y
57,850725.SI,603800.SH,20151217,,Y
58,850725.SI,603966.SH,20211213,,Y
59,850725.SI,688121.SH,20230925,,Y
60,850725.SI,688377.SH,20230925,,Y
61,850725.SI,688633.SH,20230925,,Y
0,850728.SI,002367.SZ,20111010,,Y
1,850728.SI,002435.SZ,20111010,20180713,N
2,850728.SI,002509.SZ,20111010,20200603,N
3,850728.SI,002645.SZ,20170703,20211210,N
4,850728.SI,002689.SZ,20120724,,Y
5,850728.SI,002774.SZ,20170331,,Y
6,850728.SI,002796.SZ,20190708,20220729,N
7,850728.SI,002960.SZ,20190816,,Y
8,850728.SI,300116.SZ,20130701,20170630,N
9,850728.SI,300669.SZ,20170706,,Y
10,850728.SI,300931.SZ,20210128,,Y
11,850728.SI,301056.SZ,20210914,,Y
12,850728.SI,600835.SH,20111010,,Y
13,850728.SI,600894.SH,20121008,,Y
14,850728.SI,601360.SH,20120214,20180223,N
15,850728.SI,603321.SH,20170922,,Y
16,850728.SI,603356.SH,20180131,,Y
17,850728.SI,603488.SH,20190708,,Y
18,850728.SI,605286.SH,20210329,,Y
0,850721.SI,000666.SZ,19961210,20130628,N
1,850721.SI,002006.SZ,20140702,20170630,N
2,850721.SI,002021.SZ,20040715,20231228,N
3,850721.SI,002021.SZ,20240102,,Y
4,850721.SI,002026.SZ,20040727,20070702,N
5,850721.SI,002722.SZ,20140211,20211210,N
6,850721.SI,003036.SZ,20210204,,Y
7,850721.SI,300307.SZ,20120411,,Y
8,850721.SI,301053.SZ,20210908,,Y
9,850721.SI,600232.SH,20211213,,Y
10,850721.SI,600302.SH,20001213,,Y
11,850721.SI,600435.SH,20030704,20081008,N
12,850721.SI,600545.SH,20180716,,Y
13,850721.SI,600604.SH,19920327,20130628,N
14,850721.SI,600610.SH,19920805,20141124,N
15,850721.SI,600610.SH,20141126,20150630,N
16,850721.SI,600843.SH,19940311,,Y
17,850721.SI,603095.SH,20200422,,Y
18,850721.SI,603337.SH,20211213,,Y
19,850721.SI,688789.SH,20230925,,Y
0,850723.SI,002890.SZ,20170809,20211210,N
1,850723.SI,300159.SZ,20110117,20170630,N
2,850723.SI,600496.SH,20020605,20070702,N
3,850723.SI,601038.SH,20120815,20211210,N
4,850723.SI,603789.SH,20150505,20211210,N
0,850726.SI,000821.SZ,19980626,20220729,N
1,850726.SI,001256.SZ,20221212,,Y
2,850726.SI,002209.SZ,20080214,,Y
3,850726.SI,002611.SZ,20110906,20180713,N
4,850726.SI,002611.SZ,20200619,,Y
5,850726.SI,300173.SZ,20110216,20180713,N
6,850726.SI,300195.SZ,20110408,,Y
7,850726.SI,300442.SZ,20150504,20230705,N
8,850726.SI,300509.SZ,20160503,,Y
9,850726.SI,300512.SZ,20160602,,Y
10,850726.SI,300521.SZ,20160712,,Y
11,850726.SI,301105.SZ,20230109,,Y
12,850726.SI,301138.SZ,20220801,,Y
13,850726.SI,600860.SH,19940506,20180713,N
14,850726.SI,603901.SH,20150605,,Y
0,850727.SI,000584.SZ,20180716,20211210,N
1,850727.SI,000633.SZ,20070703,20150630,N
2,850727.SI,000633.SZ,20151028,20160218,N
3,850727.SI,000838.SZ,19970626,20070702,N
4,850727.SI,000852.SZ,19981126,20070702,N
5,850727.SI,000856.SZ,20120702,,Y
6,850727.SI,000988.SZ,20000608,20070702,N
7,850727.SI,002006.SZ,20170703,,Y
8,850727.SI,002009.SZ,20070703,,Y
9,850727.SI,002031.SZ,20170703,,Y
10,850727.SI,002073.SZ,20130701,,Y
11,850727.SI,002111.SZ,20081009,20230705,N
12,850727.SI,002192.SZ,20160701,20211210,N
13,850727.SI,002337.SZ,20111010,,Y
14,850727.SI,002366.SZ,20160701,20211210,N
15,850727.SI,002430.SZ,20111010,,Y
16,850727.SI,002509.SZ,20101201,20110930,N
17,850727.SI,002529.SZ,20110104,,Y
18,850727.SI,002595.SZ,20170703,,Y
19,850727.SI,002613.SZ,20110906,20211210,N
20,850727.SI,002614.SZ,20170922,20170922,N
21,850727.SI,002621.SZ,20111013,20190705,N
22,850727.SI,002645.SZ,20111227,20170630,N
23,850727.SI,002690.SZ,20120807,,Y
24,850727.SI,002757.SZ,20150603,,Y
25,850727.SI,002779.SZ,20170703,,Y
26,850727.SI,002786.SZ,20170703,,Y
27,850727.SI,002816.SZ,20161101,,Y
28,850727.SI,002833.SZ,20170105,,Y
29,850727.SI,002837.SZ,20170106,,Y
30,850727.SI,002957.SZ,20190802,20211210,N
31,850727.SI,002975.SZ,20200212,20211210,N
32,850727.SI,300004.SZ,20091109,,Y
33,850727.SI,300029.SZ,20100105,20110930,N
34,850727.SI,300035.SZ,20100105,20190705,N
35,850727.SI,300097.SZ,20190708,20211210,N
36,850727.SI,300103.SZ,20100823,,Y
37,850727.SI,300140.SZ,20101122,20140701,N
38,850727.SI,300151.SZ,20170703,,Y
39,850727.SI,300171.SZ,20190708,20211210,N
40,850727.SI,300173.SZ,20180716,20211210,N
41,850727.SI,300201.SZ,20110415,20211210,N
42,850727.SI,300210.SZ,20110505,20211210,N
43,850727.SI,300276.SZ,20111122,20211210,N
44,850727.SI,300281.SZ,20120109,,Y
45,850727.SI,300293.SZ,20120315,,Y
46,850727.SI,300382.SZ,20140212,,Y
47,850727.SI,300411.SZ,20150109,,Y
48,850727.SI,300412.SZ,20190708,,Y
49,850727.SI,300415.SZ,20150130,,Y
50,850727.SI,300434.SZ,20150504,20180713,N
51,850727.SI,300450.SZ,20190708,20211210,N
52,850727.SI,300457.SZ,20150521,20211210,N
53,850727.SI,300461.SZ,20150527,20211210,N
54,850727.SI,300471.SZ,20150618,,Y
55,850727.SI,300472.SZ,20150618,,Y
56,850727.SI,300483.SZ,20150707,20211210,N
57,850727.SI,300486.SZ,20150707,20211210,N
58,850727.SI,300499.SZ,20160216,,Y
59,850727.SI,300540.SZ,20170703,,Y
60,850727.SI,300549.SZ,20170703,,Y
61,850727.SI,300551.SZ,20161025,20210518,N
62,850727.SI,300604.SZ,20170703,20211210,N
63,850727.SI,300619.SZ,20170310,20211210,N
64,850727.SI,300724.SZ,20180817,20211210,N
65,850727.SI,300751.SZ,20190403,20211210,N
66,850727.SI,300756.SZ,20190108,20211210,N
67,850727.SI,300756.SZ,20220801,,Y
68,850727.SI,300757.SZ,20190115,20211210,N
69,850727.SI,300776.SZ,20190524,20211210,N
70,850727.SI,300802.SZ,20191121,20211210,N
71,850727.SI,300812.SZ,20200116,20211210,N
72,850727.SI,300813.SZ,20200121,,Y
73,850727.SI,300823.SZ,20200326,,Y
74,850727.SI,300833.SZ,20200527,,Y
75,850727.SI,300836.SZ,20200604,,Y
76,850727.SI,300879.SZ,20200908,20220729,N
77,850727.SI,300902.SZ,20201105,,Y
78,850727.SI,300950.SZ,20210310,20211210,N
79,850727.SI,300971.SZ,20211213,,Y
80,850727.SI,300988.SZ,20211213,,Y
81,850727.SI,301011.SZ,20210624,20220729,N
82,850727.SI,301013.SZ,20210706,,Y
83,850727.SI,301018.SZ,20210714,20211210,N
84,850727.SI,301083.SZ,20211028,,Y
85,850727.SI,301128.SZ,20211117,,Y
86,850727.SI,301138.SZ,20211222,20220729,N
87,850727.SI,301200.SZ,20220307,,Y
88,850727.SI,301338.SZ,20220823,,Y
89,850727.SI,600290.SH,20001106,20070702,N
90,850727.SI,600330.SH,20211213,,Y
91,850727.SI,600343.SH,20030408,20110930,N
92,850727.SI,600346.SH,20010820,20170630,N
93,850727.SI,600444.SH,20170703,,Y
94,850727.SI,600499.SH,20021010,,Y
95,850727.SI,600501.SH,20111010,,Y
96,850727.SI,600520.SH,20170703,,Y
97,850727.SI,600577.SH,20020911,20110930,N
98,850727.SI,600579.SH,20140702,,Y
99,850727.SI,600879.SH,19951115,20070702,N
100,850727.SI,600892.SH,20051121,20070702,N
101,850727.SI,601908.SH,20110919,20110930,N
102,850727.SI,603011.SH,20170703,,Y
103,850727.SI,603029.SH,20160505,20220729,N
104,850727.SI,603076.SH,20171120,,Y
105,850727.SI,603081.SH,20220816,,Y
106,850727.SI,603159.SH,20160819,,Y
107,850727.SI,603173.SH,20230206,20230705,N
108,850727.SI,603185.SH,20190108,20211210,N
109,850727.SI,603201.SH,20220805,,Y
110,850727.SI,603203.SH,20161115,20211210,N
111,850727.SI,603277.SH,20170918,20190705,N
112,850727.SI,603283.SH,20180102,20211210,N
113,850727.SI,603289.SH,20171107,,Y
114,850727.SI,603318.SH,20150504,20211210,N
115,850727.SI,603337.SH,20170126,20211210,N
116,850727.SI,603338.SH,20150401,20211210,N
117,850727.SI,603551.SH,20200226,20200708,N
118,850727.SI,603579.SH,20170118,20170630,N
119,850727.SI,603638.SH,20170203,20211210,N
120,850727.SI,603656.SH,20170328,,Y
121,850727.SI,603686.SH,20150202,20211210,N
122,850727.SI,603690.SH,20170120,20211210,N
123,850727.SI,603855.SH,20170602,,Y
124,850727.SI,603895.SH,20180131,,Y
125,850727.SI,603912.SH,20171108,20211210,N
126,850727.SI,603956.SH,20190301,,Y
127,850727.SI,603960.SH,20190708,20211210,N
128,850727.SI,605186.SH,20201229,20211210,N
129,850727.SI,605259.SH,20211213,,Y
130,850727.SI,605305.SH,20210513,20211210,N
131,850727.SI,688022.SH,20230925,,Y
132,850727.SI,688071.SH,20230925,,Y
133,850727.SI,688092.SH,20230925,,Y
134,850727.SI,688113.SH,20230925,,Y
135,850727.SI,688128.SH,20230925,,Y
136,850727.SI,688162.SH,20230925,,Y
137,850727.SI,688211.SH,20230925,,Y
138,850727.SI,688312.SH,20230925,,Y
139,850727.SI,688328.SH,20230925,,Y
140,850727.SI,688378.SH,20230925,,Y
141,850727.SI,688383.SH,20230925,,Y
142,850727.SI,688400.SH,20230925,,Y
143,850727.SI,688420.SH,20230925,,Y
144,850727.SI,688529.SH,20230925,,Y
