,index_code,con_code,in_date,out_date,is_new
13,851161.SI,300475.SZ,20150617,20220523,N
14,851161.SI,301008.SZ,20210623,,Y
15,851161.SI,301252.SZ,20230601,,Y
16,851161.SI,600619.SH,19991230,,Y
17,851161.SI,601956.SH,20210104,,Y
18,851161.SI,603075.SH,20230918,,Y
19,851161.SI,603112.SH,20200924,,Y
20,851161.SI,603311.SH,20150525,,Y
21,851161.SI,603519.SH,20150326,,Y
22,851161.SI,603578.SH,20170313,,Y
23,851161.SI,603657.SH,20180806,,Y
24,851161.SI,603677.SH,20170213,,Y
25,851161.SI,603726.SH,20160503,,Y
26,851161.SI,605117.SH,20210427,20230705,N
0,851241.SI,000529.SZ,20230518,,Y
1,851241.SI,000895.SZ,20111010,,Y
2,851241.SI,002330.SZ,20111010,,Y
3,851241.SI,002515.SZ,20111010,,Y
4,851241.SI,002695.SZ,20120912,20211210,N
5,851241.SI,002726.SZ,20140703,,Y
6,851241.SI,002840.SZ,20170117,,Y
7,851241.SI,600073.SH,20190708,,Y
8,851241.SI,605567.SH,20211020,20211210,N
0,851244.SI,000639.SZ,20190708,20211210,N
1,851244.SI,000716.SZ,20111010,20211210,N
2,851244.SI,000796.SZ,20111010,20160630,N
3,851244.SI,001215.SZ,20210913,20211210,N
4,851244.SI,001219.SZ,20211028,20211210,N
5,851244.SI,002216.SZ,20111010,20211210,N
6,851244.SI,002481.SZ,20111010,20211210,N
7,851244.SI,002507.SZ,20111010,20211210,N
8,851244.SI,002557.SZ,20111010,20211210,N
9,851244.SI,002568.SZ,20111010,20160630,N
10,851244.SI,002582.SZ,20111010,20211210,N
11,851244.SI,002597.SZ,20201117,20211210,N
12,851244.SI,002661.SZ,20120323,20211210,N
13,851244.SI,002702.SZ,20121018,20211210,N
14,851244.SI,002719.SZ,20190708,20211210,N
15,851244.SI,002820.SZ,20161125,20211210,N
16,851244.SI,002847.SZ,20170215,20211210,N
17,851244.SI,002891.SZ,20170828,20180411,N
18,851244.SI,002956.SZ,20190626,20211210,N
19,851244.SI,002991.SZ,20200807,20211210,N
20,851244.SI,003000.SZ,20200921,20211210,N
21,851244.SI,003030.SZ,20210113,20211210,N
22,851244.SI,300146.SZ,20120702,20211210,N
23,851244.SI,300741.SZ,20180308,20211210,N
24,851244.SI,300783.SZ,20190903,20211210,N
25,851244.SI,300791.SZ,20191009,20211210,N
26,851244.SI,300858.SZ,20200803,20211210,N
27,851244.SI,300892.SZ,20201009,20211210,N
28,851244.SI,300915.SZ,20201209,20211210,N
29,851244.SI,300973.SZ,20210422,20211210,N
30,851244.SI,600073.SH,20111010,20190705,N
31,851244.SI,600381.SH,20160701,20180904,N
32,851244.SI,600381.SH,20201124,20211210,N
33,851244.SI,603020.SH,20150401,20211210,N
34,851244.SI,603043.SH,20170704,20211210,N
35,851244.SI,603345.SH,20170301,20211210,N
36,851244.SI,603517.SH,20170324,20211210,N
37,851244.SI,603536.SH,20170620,20211210,N
38,851244.SI,603697.SH,20190513,20190513,N
39,851244.SI,603697.SH,20190515,20211210,N
40,851244.SI,603719.SH,20200302,20211210,N
41,851244.SI,603777.SH,20161019,20211210,N
42,851244.SI,603866.SH,20151229,20211210,N
43,851244.SI,603886.SH,20170105,20211210,N
44,851244.SI,605077.SH,20210223,20211210,N
45,851244.SI,605089.SH,20210507,20211210,N
46,851244.SI,605300.SH,20210512,20211210,N
47,851244.SI,605338.SH,20201019,20211210,N
48,851244.SI,605339.SH,20210525,20211210,N
0,851246.SI,001215.SZ,20210913,,Y
1,851246.SI,002216.SZ,20080227,,Y
2,851246.SI,002661.SZ,20230404,,Y
3,851246.SI,002702.SZ,20121018,,Y
4,851246.SI,603237.SH,20220907,,Y
5,851246.SI,603345.SH,20170301,,Y
6,851246.SI,603536.SH,20170620,,Y
7,851246.SI,605089.SH,20210507,,Y
8,851246.SI,605338.SH,20201019,,Y
9,851246.SI,605567.SH,20211020,,Y
0,851247.SI,002626.SZ,20111104,,Y
1,851247.SI,300146.SZ,20101222,,Y
2,851247.SI,300791.SZ,20191009,,Y
3,851247.SI,600381.SH,20010515,,Y
4,851247.SI,600530.SH,20010709,,Y
5,851247.SI,603102.SH,20220208,,Y
0,851251.SI,000568.SZ,19991230,,Y
1,851251.SI,000596.SZ,19991230,,Y
2,851251.SI,000799.SZ,19991230,,Y
3,851251.SI,000858.SZ,19991230,,Y
4,851251.SI,000860.SZ,19991230,,Y
5,851251.SI,000995.SZ,20000814,,Y
6,851251.SI,002304.SZ,20091113,,Y
7,851251.SI,002646.SZ,20111229,,Y
8,851251.SI,600197.SH,19991230,,Y
9,851251.SI,600199.SH,19991230,,Y
10,851251.SI,600519.SH,20010903,,Y
11,851251.SI,600559.SH,20021105,,Y
12,851251.SI,600696.SH,20220801,,Y
13,851251.SI,600702.SH,19991230,,Y
14,851251.SI,600779.SH,19991230,,Y
15,851251.SI,600809.SH,19991230,,Y
16,851251.SI,603198.SH,20150604,,Y
17,851251.SI,603369.SH,20140710,,Y
18,851251.SI,603589.SH,20150706,,Y
19,851251.SI,603919.SH,20160317,,Y
0,851232.SI,000729.SZ,19970716,,Y
1,851232.SI,000752.SZ,19970625,,Y
2,851232.SI,000929.SZ,19990623,,Y
3,851232.SI,002461.SZ,20100826,,Y
4,851232.SI,600090.SH,19970616,20170630,N
5,851232.SI,600132.SH,19971030,,Y
6,851232.SI,600239.SH,19991202,20070702,N
7,851232.SI,600573.SH,20030226,,Y
8,851232.SI,600600.SH,19930827,,Y
0,851233.SI,000869.SZ,20001026,20070702,N
1,851233.SI,000869.SZ,20211213,,Y
2,851233.SI,002568.SZ,20160701,,Y
3,851233.SI,002646.SZ,20111229,20211210,N
4,851233.SI,600059.SH,19970516,20110930,N
5,851233.SI,600059.SH,20211213,,Y
6,851233.SI,600084.SH,20211213,,Y
7,851233.SI,600238.SH,20000120,,Y
8,851233.SI,600365.SH,20010115,20090601,N
9,851233.SI,600365.SH,20211213,20220729,N
10,851233.SI,600543.SH,20211213,,Y
11,851233.SI,600616.SH,20050701,20110930,N
12,851233.SI,600616.SH,20211213,,Y
13,851233.SI,601579.SH,20211213,,Y
14,851233.SI,603779.SH,20211213,,Y
0,851271.SI,000848.SZ,19991230,,Y
1,851271.SI,300997.SZ,20210609,,Y
2,851271.SI,600189.SH,19991230,,Y
3,851271.SI,600300.SH,20000707,,Y
4,851271.SI,603156.SH,20180226,,Y
5,851271.SI,603711.SH,20171207,,Y
6,851271.SI,605337.SH,20210222,,Y
7,851271.SI,605499.SH,20210603,,Y
0,851243.SI,001318.SZ,20220527,,Y
1,851243.SI,002329.SZ,20111010,,Y
2,851243.SI,002570.SZ,20111010,,Y
3,851243.SI,002719.SZ,20140211,20190705,N
4,851243.SI,002719.SZ,20211213,,Y
5,851243.SI,002732.SZ,20141212,,Y
6,851243.SI,002770.SZ,20150707,20220531,N
7,851243.SI,002910.SZ,20171107,,Y
8,851243.SI,002946.SZ,20190201,,Y
9,851243.SI,300106.SZ,20211213,,Y
10,851243.SI,300892.SZ,20220801,,Y
11,851243.SI,300898.SZ,20201023,,Y
12,851243.SI,300915.SZ,20211213,,Y
13,851243.SI,600419.SH,20180716,,Y
14,851243.SI,600429.SH,20111010,,Y
15,851243.SI,600597.SH,20111010,,Y
16,851243.SI,600882.SH,20170703,,Y
17,851243.SI,600887.SH,20111010,,Y
18,851243.SI,605179.SH,20210105,,Y
19,851243.SI,605300.SH,20211213,,Y
20,851243.SI,605388.SH,20211213,,Y
0,851281.SI,000716.SZ,20220801,,Y
1,851281.SI,002557.SZ,20110309,,Y
2,851281.SI,002582.SZ,20110527,,Y
3,851281.SI,002847.SZ,20170215,,Y
4,851281.SI,002991.SZ,20200807,,Y
5,851281.SI,003000.SZ,20200921,,Y
6,851281.SI,300783.SZ,20190904,,Y
7,851281.SI,603697.SH,20190515,,Y
8,851281.SI,603719.SH,20200302,,Y
9,851281.SI,603777.SH,20161019,,Y
0,851282.SI,000716.SZ,19991230,20061124,N
1,851282.SI,000716.SZ,20061128,20220729,N
2,851282.SI,001219.SZ,20211028,,Y
3,851282.SI,002820.SZ,20161125,,Y
4,851282.SI,002956.SZ,20190626,,Y
5,851282.SI,300973.SZ,20210422,,Y
6,851282.SI,603043.SH,20170704,,Y
7,851282.SI,603866.SH,20151229,,Y
8,851282.SI,603886.SH,20170105,,Y
9,851282.SI,605339.SH,20210525,,Y
0,851242.SI,002495.SZ,20111010,,Y
1,851242.SI,002507.SZ,20211213,,Y
2,851242.SI,002650.SZ,20120113,,Y
3,851242.SI,300908.SZ,20201130,,Y
4,851242.SI,600186.SH,20111010,20200120,N
5,851242.SI,600186.SH,20200122,,Y
6,851242.SI,600298.SH,20211213,,Y
7,851242.SI,600305.SH,20111010,,Y
8,851242.SI,600866.SH,20111010,20211210,N
9,851242.SI,600872.SH,20111010,,Y
10,851242.SI,600873.SH,20111010,20170630,N
11,851242.SI,600873.SH,20211213,20220729,N
12,851242.SI,603027.SH,20160314,,Y
13,851242.SI,603170.SH,20220722,,Y
14,851242.SI,603288.SH,20140218,,Y
15,851242.SI,603317.SH,20190423,,Y
16,851242.SI,603696.SH,20151216,,Y
17,851242.SI,603755.SH,20190904,,Y
0,851312.SI,000045.SZ,19940815,20110930,N
1,851312.SI,000158.SZ,20000724,20170630,N
2,851312.SI,000712.SZ,19970415,20070702,N
3,851312.SI,000726.SZ,20001225,,Y
4,851312.SI,000809.SZ,19980616,20050630,N
5,851312.SI,000810.SZ,19980602,20150630,N
6,851312.SI,000850.SZ,19981007,,Y
7,851312.SI,000955.SZ,19991209,20110930,N
8,851312.SI,000971.SZ,20111010,20160630,N
9,851312.SI,002042.SZ,20050427,,Y
10,851312.SI,002072.SZ,20061026,20170630,N
11,851312.SI,002083.SZ,20061204,,Y
12,851312.SI,002087.SZ,20061208,,Y
13,851312.SI,002144.SZ,20070813,20110930,N
14,851312.SI,002293.SZ,20090918,20100106,N
15,851312.SI,002394.SZ,20100504,,Y
16,851312.SI,002397.SZ,20100510,20100601,N
17,851312.SI,002516.SZ,20101215,20110930,N
18,851312.SI,300888.SZ,20200924,20211210,N
19,851312.SI,600152.SH,19980609,20180713,N
20,851312.SI,600156.SH,19980527,20170630,N
21,851312.SI,600273.SH,20030627,20150630,N
22,851312.SI,600483.SH,20040531,20110930,N
23,851312.SI,600493.SH,20040421,,Y
24,851312.SI,600510.SH,20020618,20190705,N
25,851312.SI,600576.SH,20030220,20070702,N
26,851312.SI,600626.SH,19930107,20110930,N
27,851312.SI,600735.SH,20090602,20110930,N
28,851312.SI,600757.SH,19961003,20110930,N
29,851312.SI,601339.SH,20120619,,Y
30,851312.SI,603558.SH,20211213,,Y
31,851312.SI,605189.SH,20210604,20211210,N
0,851314.SI,000018.SZ,19920616,20130628,N
1,851314.SI,002034.SZ,20040826,20190705,N
2,851314.SI,002070.SZ,20061025,20170630,N
3,851314.SI,600370.SH,20030306,20220729,N
4,851314.SI,600448.SH,20010903,,Y
5,851314.SI,600781.SH,19961218,20061009,N
6,851314.SI,600987.SH,20040809,,Y
7,851314.SI,605055.SH,20210205,,Y
8,851314.SI,605189.SH,20211213,,Y
0,851315.SI,002003.SZ,20111010,,Y
1,851315.SI,002036.SZ,20111010,20160630,N
2,851315.SI,002098.SZ,20111010,,Y
3,851315.SI,002517.SZ,20111010,20160630,N
4,851315.SI,002674.SZ,20120702,,Y
5,851315.SI,603477.SH,20171225,20220124,N
0,851316.SI,000045.SZ,20111010,20140701,N
1,851316.SI,000611.SZ,20121008,20140701,N
2,851316.SI,000611.SZ,20160701,20211210,N
3,851316.SI,000955.SZ,20111010,,Y
4,851316.SI,000982.SZ,20111010,20191224,N
5,851316.SI,000982.SZ,20191226,20230705,N
6,851316.SI,001234.SZ,20220118,,Y
7,851316.SI,002144.SZ,20111010,,Y
8,851316.SI,002193.SZ,20211213,,Y
9,851316.SI,002404.SZ,20211213,,Y
10,851316.SI,002486.SZ,20211213,,Y
11,851316.SI,002516.SZ,20111010,20190705,N
12,851316.SI,002722.SZ,20211213,,Y
13,851316.SI,300577.SZ,20161228,20211210,N
14,851316.SI,300658.SZ,20170609,20211210,N
15,851316.SI,300819.SZ,20200319,,Y
16,851316.SI,300877.SZ,20200831,,Y
17,851316.SI,300918.SZ,20211213,,Y
18,851316.SI,301066.SZ,20220801,,Y
19,851316.SI,600070.SH,20111010,20180713,N
20,851316.SI,600156.SH,20170703,,Y
21,851316.SI,600220.SH,20211213,,Y
22,851316.SI,600483.SH,20111010,20150630,N
23,851316.SI,600527.SH,20211213,,Y
24,851316.SI,600626.SH,20111010,20180713,N
25,851316.SI,600689.SH,20211213,20220729,N
26,851316.SI,601599.SH,20211213,,Y
27,851316.SI,603055.SH,20180919,,Y
28,851316.SI,603130.SH,20221125,,Y
29,851316.SI,603238.SH,20170301,20211210,N
30,851316.SI,603889.SH,20211213,,Y
31,851316.SI,605080.SH,20210513,20211210,N
32,851316.SI,605180.SH,20210512,,Y
0,851325.SI,002291.SZ,20111010,20211210,N
1,851325.SI,002634.SZ,20211213,,Y
2,851325.SI,002674.SZ,20120514,20120629,N
3,851325.SI,002763.SZ,20211213,,Y
4,851325.SI,300526.SZ,20211213,20230616,N
5,851325.SI,300577.SZ,20211213,,Y
6,851325.SI,300591.SZ,20170117,,Y
7,851325.SI,300901.SZ,20201105,20211210,N
8,851325.SI,300952.SZ,20211213,,Y
9,851325.SI,300979.SZ,20210506,20211210,N
10,851325.SI,301066.SZ,20210929,20220729,N
11,851325.SI,600137.SH,20211213,,Y
12,851325.SI,603001.SH,20120507,,Y
13,851325.SI,603116.SH,20150706,,Y
14,851325.SI,603307.SH,20230223,,Y
15,851325.SI,603511.SH,20211213,,Y
16,851325.SI,603557.SH,20170825,,Y
17,851325.SI,603608.SH,20160225,,Y
18,851325.SI,603665.SH,20211213,,Y
19,851325.SI,603908.SH,20211213,,Y
20,851325.SI,603958.SH,20160706,,Y
0,851326.SI,001323.SZ,20220630,20220808,N
1,851326.SI,002293.SZ,20111010,,Y
2,851326.SI,002327.SZ,20111010,,Y
3,851326.SI,002397.SZ,20111010,,Y
4,851326.SI,002761.SZ,20150617,20200903,N
5,851326.SI,003041.SZ,20210413,,Y
6,851326.SI,603365.SH,20171127,,Y
7,851326.SI,605003.SH,20200915,,Y
0,851329.SI,001209.SZ,20210730,,Y
1,851329.SI,002029.SZ,20040813,,Y
2,851329.SI,002154.SZ,20070823,,Y
3,851329.SI,002269.SZ,20080904,,Y
4,851329.SI,002485.SZ,20101022,,Y
5,851329.SI,002494.SZ,20101109,,Y
6,851329.SI,002503.SZ,20101124,20230810,N
7,851329.SI,002563.SZ,20110318,,Y
8,851329.SI,002569.SZ,20110419,,Y
9,851329.SI,002612.SZ,20110906,,Y
10,851329.SI,002656.SZ,20120306,,Y
11,851329.SI,002687.SZ,20120720,,Y
12,851329.SI,002762.SZ,20150617,,Y
13,851329.SI,002776.SZ,20150703,,Y
14,851329.SI,002832.SZ,20161230,,Y
15,851329.SI,002875.SZ,20170608,,Y
16,851329.SI,003016.SZ,20201102,,Y
17,851329.SI,300840.SZ,20200715,,Y
18,851329.SI,300901.SZ,20201105,,Y
19,851329.SI,301088.SZ,20211104,,Y
20,851329.SI,301276.SZ,20220919,,Y
21,851329.SI,600107.SH,19991230,,Y
22,851329.SI,600146.SH,19991230,20220601,N
23,851329.SI,600177.SH,19991230,,Y
24,851329.SI,600398.SH,20010105,,Y
25,851329.SI,600400.SH,20010115,,Y
26,851329.SI,600630.SH,19991230,,Y
27,851329.SI,601566.SH,20110607,,Y
28,851329.SI,601718.SH,20100823,,Y
29,851329.SI,603157.SH,20171009,20220421,N
30,851329.SI,603196.SH,20170607,,Y
31,851329.SI,603518.SH,20141210,,Y
32,851329.SI,603587.SH,20180629,,Y
33,851329.SI,603808.SH,20150429,,Y
34,851329.SI,603839.SH,20170221,,Y
35,851329.SI,603877.SH,20170116,,Y
36,851329.SI,605138.SH,20211103,,Y
0,851331.SI,000017.SZ,20220801,,Y
1,851331.SI,000026.SZ,19991230,,Y
2,851331.SI,000587.SZ,19991230,20230331,N
3,851331.SI,002345.SZ,20100204,,Y
4,851331.SI,002574.SZ,20110429,,Y
5,851331.SI,002721.SZ,20140210,20231116,N
6,851331.SI,002721.SZ,20231120,,Y
7,851331.SI,002731.SZ,20141111,,Y
8,851331.SI,002740.SZ,20150129,,Y
9,851331.SI,002867.SZ,20170505,,Y
10,851331.SI,300945.SZ,20210224,,Y
11,851331.SI,301177.SZ,20211222,,Y
12,851331.SI,600612.SH,19991230,,Y
13,851331.SI,600916.SH,20210219,,Y
14,851331.SI,603900.SH,20161130,,Y
15,851331.SI,605599.SH,20210916,,Y
0,851412.SI,000488.SZ,20001127,,Y
1,851412.SI,000815.SZ,19991230,,Y
2,851412.SI,002067.SZ,20060922,,Y
3,851412.SI,002078.SZ,20061123,,Y
4,851412.SI,600308.SH,20001012,,Y
5,851412.SI,600567.SH,20011225,,Y
6,851412.SI,600963.SH,20040601,,Y
7,851412.SI,600966.SH,20040615,,Y
8,851412.SI,603165.SH,20170124,,Y
9,851412.SI,603863.SH,20190628,,Y
10,851412.SI,605500.SH,20201229,,Y
0,851413.SI,002012.SZ,20040712,,Y
1,851413.SI,002235.SZ,20080523,,Y
2,851413.SI,002521.SZ,20101217,,Y
3,851413.SI,301469.SZ,20230829,,Y
4,851413.SI,600103.SH,19991230,,Y
5,851413.SI,600235.SH,20000622,,Y
6,851413.SI,600356.SH,20010426,,Y
7,851413.SI,600433.SH,20030626,,Y
8,851413.SI,600793.SH,19991230,,Y
9,851413.SI,603733.SH,20180427,,Y
10,851413.SI,605007.SH,20201117,,Y
11,851413.SI,605377.SH,20210105,,Y
0,851422.SI,000695.SZ,19991230,,Y
1,851422.SI,002117.SZ,20070309,,Y
2,851422.SI,002229.SZ,20080515,,Y
3,851422.SI,002599.SZ,20110722,,Y
4,851422.SI,600836.SH,19991230,,Y
0,851423.SI,002374.SZ,20100325,,Y
1,851423.SI,002701.SZ,20121018,,Y
2,851423.SI,002752.SZ,20150429,,Y
3,851423.SI,002787.SZ,20160108,,Y
4,851423.SI,002846.SZ,20170214,,Y
5,851423.SI,002969.SZ,20191209,,Y
6,851423.SI,601968.SH,20150618,,Y
0,851424.SI,000659.SZ,19991230,,Y
1,851424.SI,002014.SZ,20040715,,Y
2,851424.SI,002735.SZ,20141210,,Y
3,851424.SI,003018.SZ,20201113,,Y
4,851424.SI,301198.SZ,20211209,,Y
5,851424.SI,600210.SH,19991230,,Y
0,851425.SI,000812.SZ,19991230,20060728,N
1,851425.SI,000812.SZ,20060801,,Y
2,851425.SI,002191.SZ,20071212,,Y
3,851425.SI,002228.SZ,20080515,,Y
4,851425.SI,002303.SZ,20091110,,Y
5,851425.SI,002565.SZ,20110325,,Y
6,851425.SI,002799.SZ,20160617,,Y
7,851425.SI,002831.SZ,20161223,,Y
8,851425.SI,002836.SZ,20170106,,Y
9,851425.SI,002951.SZ,20190322,,Y
10,851425.SI,300883.SZ,20200917,,Y
11,851425.SI,301062.SZ,20210923,,Y
12,851425.SI,301223.SZ,20221102,,Y
13,851425.SI,301296.SZ,20220909,,Y
14,851425.SI,301355.SZ,20230619,,Y
15,851425.SI,601515.SH,20120223,,Y
16,851425.SI,603058.SH,20161230,,Y
17,851425.SI,603429.SH,20170207,,Y
18,851425.SI,603499.SH,20171023,,Y
19,851425.SI,603687.SH,20190802,,Y
0,851436.SI,000910.SZ,19991230,,Y
1,851436.SI,002162.SZ,20070830,,Y
2,851436.SI,002798.SZ,20160601,,Y
3,851436.SI,002918.SZ,20171226,,Y
4,851436.SI,003011.SZ,20201015,,Y
5,851436.SI,003012.SZ,20201026,,Y
6,851436.SI,301356.SZ,20221121,,Y
7,851436.SI,600076.SH,19991230,20220729,N
8,851436.SI,601996.SH,20111013,20220729,N
9,851436.SI,603221.SH,20200330,,Y
10,851436.SI,603226.SH,20170622,,Y
0,851437.SI,001323.SZ,20220809,,Y
1,851437.SI,002489.SZ,20101028,,Y
2,851437.SI,301061.SZ,20210922,,Y
3,851437.SI,301336.SZ,20220819,,Y
4,851437.SI,301376.SZ,20230630,,Y
5,851437.SI,600337.SH,20001204,,Y
6,851437.SI,603008.SH,20120724,,Y
7,851437.SI,603313.SH,20161020,,Y
8,851437.SI,603389.SH,20161222,,Y
9,851437.SI,603600.SH,20150130,,Y
10,851437.SI,603610.SH,20191105,,Y
11,851437.SI,603661.SH,20171128,,Y
12,851437.SI,603709.SH,20180222,,Y
13,851437.SI,603816.SH,20161021,,Y
14,851437.SI,603818.SH,20150429,,Y
15,851437.SI,603848.SH,20171208,,Y
0,851438.SI,000663.SZ,19991230,20060831,N
1,851438.SI,000663.SZ,20060904,20220729,N
2,851438.SI,002572.SZ,20110419,,Y
3,851438.SI,002631.SZ,20111118,,Y
4,851438.SI,002853.SZ,20170317,,Y
5,851438.SI,300616.SZ,20170314,,Y
6,851438.SI,300749.SZ,20181009,,Y
7,851438.SI,301227.SZ,20221010,,Y
8,851438.SI,603180.SH,20170519,,Y
9,851438.SI,603208.SH,20170217,,Y
10,851438.SI,603216.SH,20211222,,Y
11,851438.SI,603326.SH,20170623,,Y
12,851438.SI,603801.SH,20170707,,Y
13,851438.SI,603833.SH,20170406,,Y
14,851438.SI,603898.SH,20150303,,Y
15,851438.SI,605268.SH,20210303,,Y
0,851439.SI,001322.SZ,20221102,,Y
1,851439.SI,002084.SZ,20061201,,Y
2,851439.SI,002790.SZ,20160315,,Y
3,851439.SI,603385.SH,20170412,,Y
4,851439.SI,603408.SH,20200806,,Y
5,851439.SI,603992.SH,20190902,,Y
0,851491.SI,001211.SZ,20210812,,Y
1,851491.SI,001216.SZ,20211026,,Y
2,851491.SI,002571.SZ,20110419,,Y
3,851491.SI,002615.SZ,20110919,,Y
4,851491.SI,300640.SZ,20170424,,Y
5,851491.SI,300729.SZ,20171208,,Y
6,851491.SI,300993.SZ,20210531,,Y
7,851491.SI,301004.SZ,20210702,,Y
8,851491.SI,301055.SZ,20210913,,Y
9,851491.SI,301113.SZ,20211229,,Y
10,851491.SI,301188.SZ,20211118,,Y
11,851491.SI,301193.SZ,20211216,,Y
12,851491.SI,601996.SH,20220801,,Y
13,851491.SI,603021.SH,20150430,,Y
14,851491.SI,603195.SH,20200213,,Y
15,851491.SI,603268.SH,20150326,,Y
16,851491.SI,603272.SH,20220527,,Y
17,851491.SI,603615.SH,20170220,,Y
18,851491.SI,603838.SH,20150708,,Y
19,851491.SI,605099.SH,20201015,,Y
20,851491.SI,605155.SH,20210108,,Y
0,851452.SI,001222.SZ,20220825,,Y
1,851452.SI,001238.SZ,20220926,,Y
2,851452.SI,001300.SZ,20221026,,Y
3,851452.SI,001368.SZ,20230320,,Y
4,851452.SI,002348.SZ,20100210,,Y
5,851452.SI,002575.SZ,20110429,,Y
6,851452.SI,002678.SZ,20120606,,Y
7,851452.SI,002862.SZ,20170418,,Y
8,851452.SI,002899.SZ,20170922,,Y
9,851452.SI,300220.SZ,20220801,,Y
10,851452.SI,300329.SZ,20120627,,Y
11,851452.SI,300651.SZ,20230706,,Y
12,851452.SI,300756.SZ,20190108,20220729,N
13,851452.SI,301011.SZ,20220801,,Y
14,851452.SI,301287.SZ,20230621,,Y
15,851452.SI,301335.SZ,20221125,,Y
16,851452.SI,603398.SH,20151216,20230705,N
17,851452.SI,605080.SH,20210513,,Y
18,851452.SI,605299.SH,20201222,,Y
0,851511.SI,000159.SZ,20000926,20070702,N
1,851511.SI,000545.SZ,19931215,20120504,N
2,851511.SI,000545.SZ,20130729,20140701,N
3,851511.SI,000597.SZ,19960523,20190705,N
4,851511.SI,000739.SZ,20020902,20140925,N
5,851511.SI,000739.SZ,20140929,,Y
6,851511.SI,000756.SZ,19970806,,Y
7,851511.SI,000788.SZ,19970616,20190705,N
8,851511.SI,000952.SZ,19991112,,Y
9,851511.SI,000953.SZ,20220801,,Y
10,851511.SI,000990.SZ,20111010,20170630,N
11,851511.SI,001367.SZ,20230417,,Y
12,851511.SI,002001.SZ,20040625,,Y
13,851511.SI,002019.SZ,20070703,20211210,N
14,851511.SI,002020.SZ,20040715,20190705,N
15,851511.SI,002099.SZ,20070108,,Y
16,851511.SI,002102.SZ,20171227,,Y
17,851511.SI,002262.SZ,20080731,20081008,N
18,851511.SI,002294.SZ,20090918,20110930,N
19,851511.SI,002332.SZ,20100120,20110930,N
20,851511.SI,002332.SZ,20220801,,Y
21,851511.SI,002365.SZ,20100315,,Y
22,851511.SI,002399.SZ,20120702,,Y
23,851511.SI,002550.SZ,20120702,20190705,N
24,851511.SI,002626.SZ,20111104,20211210,N
25,851511.SI,002675.SZ,20120601,20170630,N
26,851511.SI,002817.SZ,20220801,,Y
27,851511.SI,002821.SZ,20161125,20211210,N
28,851511.SI,002826.SZ,20161216,20170630,N
29,851511.SI,300233.SZ,20110629,20190705,N
30,851511.SI,300255.SZ,20120702,20170630,N
31,851511.SI,300261.SZ,20110914,20170630,N
32,851511.SI,300267.SZ,20111011,,Y
33,851511.SI,300363.SZ,20140212,20211210,N
34,851511.SI,300381.SZ,20211213,,Y
35,851511.SI,300401.SZ,20141016,,Y
36,851511.SI,300452.SZ,20150522,,Y
37,851511.SI,300497.SZ,20151229,,Y
38,851511.SI,300583.SZ,20170113,,Y
39,851511.SI,300636.SZ,20170411,,Y
40,851511.SI,300702.SZ,20211213,,Y
41,851511.SI,300725.SZ,20171117,20211210,N
42,851511.SI,300765.SZ,20190329,,Y
43,851511.SI,300966.SZ,20210416,,Y
44,851511.SI,301065.SZ,20220801,,Y
45,851511.SI,301089.SZ,20211103,,Y
46,851511.SI,301211.SZ,20211229,,Y
47,851511.SI,301246.SZ,20230327,,Y
48,851511.SI,301258.SZ,20220407,,Y
49,851511.SI,301277.SZ,20221123,,Y
50,851511.SI,301281.SZ,20230412,,Y
51,851511.SI,600216.SH,19991021,,Y
52,851511.SI,600253.SH,20080603,20130715,N
53,851511.SI,600267.SH,20000725,20220729,N
54,851511.SI,600276.SH,20001018,20080602,N
55,851511.SI,600420.SH,20040616,20110930,N
56,851511.SI,600488.SH,20010618,20190705,N
57,851511.SI,600488.SH,20220801,,Y
58,851511.SI,600490.SH,20070703,20091009,N
59,851511.SI,600521.SH,20030304,20190705,N
60,851511.SI,600664.SH,20080603,20081008,N
61,851511.SI,600666.SH,19930712,20160630,N
62,851511.SI,600789.SH,19970226,20110930,N
63,851511.SI,600812.SH,19940114,20180713,N
64,851511.SI,603079.SH,20170830,,Y
65,851511.SI,603229.SH,20170516,,Y
66,851511.SI,603351.SH,20190213,,Y
67,851511.SI,603456.SH,20141017,20211210,N
68,851511.SI,603456.SH,20220801,20230705,N
69,851511.SI,603520.SH,20160316,,Y
70,851511.SI,603538.SH,20170414,,Y
71,851511.SI,603707.SH,20170726,20211210,N
72,851511.SI,605116.SH,20200928,,Y
73,851511.SI,605177.SH,20201202,,Y
74,851511.SI,605507.SH,20210809,,Y
75,851511.SI,688166.SH,20230925,,Y
76,851511.SI,688356.SH,20230925,,Y
77,851511.SI,688690.SH,20230925,,Y
0,851512.SI,000004.SZ,20190708,20210615,N
1,851512.SI,000153.SZ,20000920,,Y
2,851512.SI,000513.SZ,20080603,,Y
